Study Abroad Institution,Program Name ,Year ,Kzoo Course Name ,Kzoo Discipline ,Host Insti. Course Number,Host Insti. Course Name
The American University of Rome ,Italy: Rome,2015-2016,"Animation, Editing, and Special Effects ",MDST,FDM - 316,"Animation, Editing, and Special Effects "
The American University of Rome ,Italy: Rome,2015-2016,Directing for the Screen ,MDST,CIN - 312,Directing for the Screen 
The American University of Rome ,Italy: Rome,2015-2016,Fundamentals of Media Management,MDST,COMK - 220,Media Management
The American University of Rome ,Italy: Rome,2015-2016,Great Directors ,MDST,CIN - 304,Great Directors 
The American University of Rome ,Italy: Rome,2015-2016,Media and Gender ,MDST,COM - 301,Media and Gender 
University of Aberdeen,Scotland: Aberdeen,2018-2019,Visualizing Modernity,MDST,FS 2007,Visualizing Modernity
University of Aberdeen,Scotland: Aberdeen,2018-2019,Introduction to Visual Culture,MDST,FS 1008,Introduction to Visual Culture
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,Choir,MUSC,DE PUC - MUC701,Choir
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Electroacoustic Music 2,MUSC,DE VALP - MUS328,Electroacoustic Music 2
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Music Production Lab,MUSC,IMC 0101,Music Production Lab
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Basic Keyboard I,MUSC,IMC 0108,Basic Keyboard I
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Class.Piano Private Lesson I,MUSC,IMC 0149C,Class. Piano Private Lesson I
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,The Evolution of Jazz,MUSC,IMC 0377E,The Evolution of Jazz
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Intro to Music Tech,MUSC,IMC 0110,Intro to Music Tech
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Percussion Private Lesson I,MUSC,IMC 144PC,Percussion Private Lesson I
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Guitar Fundamentals II,MUSC,IMC 0180F,Guitar Fundamentals II
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Lab Ensemble Chorus 3,MUSC,IMC 092V3,Lab Ensemble Chorus 3
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,The History of Rock and Roll ,MUSC,ENG 0270,The History Rock and Roll 
University of Aberdeen,Scotland: Aberdeen,2018-2019,Introduction to Musicology,MUSC,MU 2023,Introduction to Musicology
University of Aberdeen,Scotland: Aberdeen,2018-2019,Musicking and Communities ,MUSC,MU 301D,Musicking and Communities 
University of Aberdeen,Scotland: Aberdeen,2017-2018,Music & the Brain,MUSC,MU3050,Music & the Brain
Curtin University ,Australia: Perth,2018-2019,Promoting Physical Activity and Injury Prevention,PED,HLPR 1000,Promoting Physical Activity and Injury Prevention
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Fitness: Weightlifting ,PED,DE PUC-DPT5000,Fitness: Weightlifting I
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Trampoline ,PED,DEP 0216,Acrobatic Gymnastic Trampolin 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Volleyball ,PED,DEP 0153,Volleyball 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Yoga ,PED,DEP 0130,Yoga 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,(W) Athletics,PED,DEP 0131,(W) Athletics
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,(W) Acrobatic Gymnastic Trampolin ,PED,DEP 0216,(W) Acrobatic Gymnastic Trampolin 
China Hong Kong Baptist University ,China: Hong Kong,2016-2017,Tai Chi,PED,GCPE1066,Tai Chi
The American University of Rome ,Italy: Rome,2018-2019,Sport & Society,PED,HSSO 208,Sport & Society
University of Aberdeen,Scotland: Aberdeen,2017-2018,The Science of Sports Performance,PED,SR2002,The Science of Sports Performance
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Nature Philosophy,PHIL,DE VALP - FIL1121,Nature Philosophy
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Self-Knowledge,PHIL,ARL 1001,Self-Knowledge
Ecole Superieure de Commerce de Clermont,France: Clermont,2017-2018,A New Approact to Ethics,PHIL,GE05BC3-00,A New Approach to Ethics
Ecole Superieure de Commerce de Clermont,France: Clermont,2018-2019,A New Approach to Ethics,PHIL,GE05BC3-00,A New Approach to Ethics
Universität Bonn,Germany: Bonn,2018-2019,Romanticism: Philosophy of Language,PHIL,NA,Romanticism: Philosophy of Language
Universität Bonn,Germany: Bonn,2016-2017,Varieties of Pluralism ,PHIL,NA,Varieties of Pluralism 
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2018-2019,Philosophy with Children,PHIL,NA,Philosophy with Children
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2017-2018,Philosophy of the Mind,PHIL,Proseminar Philosophie,Philosophie des Geistes
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2017-2018,Platons Phaidon,PHIL,Proseminar Philosophie,Platons Phaidon
Greece College Year in Athens,Greece: Athens,2017-2018,Action in Acient Greek & Contemporary Analytical Philosophy,PHIL,P415,Action in Ancient Greeck & Contemporary Analytical Philosophy
Greece College Year in Athens,Greece: Athens,2016-2017,The Concept of Life in Ancient Greek Philosophy ,PHIL,P356,The Concept of Life in Ancient Greek Philosophy and its Relevance Today 
China Hong Kong Baptist University ,China: Hong Kong,2016-2017,Intro to Western Philosophy,PHIL,GDAR1067,Introduction to Western Philosophy
China Hong Kong Baptist University ,China: Hong Kong,2016-2017,Virtuous Living in a Virtual World,PHIL,GCVM1075,Virtuous Living in a Virtual World
Eötvös Loránd University ,Hungary: BSCS,2015-2016,Topics in Philosophy ,PHIL,NA,Topics in Philosophy 
Budapest Semesters in Mathematics,Hungary: BSM,2017-2018,Topics in Philosophy ,PHIL,NA,Topics in Philosophy
University of Aberdeen,Scotland: Aberdeen,2017-2018,Ancient Ethics,PHIL,PH304H,Ancient Ethics
University of Aberdeen,Scotland: Aberdeen,2017-2018,Film as a Public Ethical Arena,PHIL,DR2065,Film as a Public Ethical Arena
University of Aberdeen,Scotland: Aberdeen,2017-2018,Foundations of Private Law,PHIL,LS1022,Foundations of Private Law
University of Aberdeen,Scotland: Aberdeen,2016-2017,"Experience, Knowledge, and Reality",PHIL,PH1023,"Experience, Knowledge, and Reality"
University of Aberdeen,Scotland: Aberdeen,2015-2016,Controversial Questions,PHIL,PH1027,Controversial Questions
Curtin University ,Australia: Perth,2017-2018,Physics of Stars & Galaxies,PHYS,ASTR 2000,Physics of Stars & Galaxies
Curtin University ,Australia: Perth,2015-2016,Planetary Science ,PHYS,ASTR 1002,Planetary Science 
The American University of Rome ,Italy: Rome,2016-2017,General Astronomy,PHYS,ASTR - 100,General Astronomy
University of Aberdeen,Scotland: Aberdeen,2017-2018,Understanding the Physical World,PHYS,PX1016,Understanding the Physical World
University of Aberdeen,Scotland: Aberdeen,2016-2017,Research and Computing Skills in Physics,PHYS,PX3017,Research and Computing Skills in Physics
Pontifica Universidad Catolica de Chile,Chile: Santiago,2015-2016,Human Rights in Chile ,POLS ,LAST 3008 CSLC ,Human Rights in Chile 
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,The City as Inclusive Space,POLS ,DE UPD - CFG2027 01,The City as Inclusive Space
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Topics in Political Theory,POLS ,DE PUC-ICP0205,Topics in Political Theory
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Introduction to International Relations,POLS ,DE PUC-ICP0301,Introduction to International Relations
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Defense Policy and its Challenges in the Current International Scenario,POLS ,DE PUC-ICP0325,Defense Policy and its Challenges in the Current International Scenario
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Human Safety and its Threats,POLS ,DE PUC-ICP0335,Human Safety and its Threats
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Chilean Political and Electoral History ,POLS ,DE VALP-HIS085,Chilean Political and Electoral History 
Capital Normal University ,China: Beijing ,2015-2016,Politics in China ,POLS ,CS 270,Politics in China 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2017-2018,Democracy in Central America: An Ongoing Questions,POLS ,SAJ- 04,Democracy in Central America: An Ongoing Question
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Latin American Studies,POLS ,POL 0307,Latin American Studies
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Political Culture ,POLS ,POL 0210E,Political Culture 
Institut International d Etudes Francaise,France: Strasbourg,2018-2019,European Political Institutions,POLS ,NA,European Political Institutions
Institut International d Etudes Francaise,France: Strasbourg,2016-2017,European Political Institutions ,POLS ,NA,European Political Institutions 
Institut International d Etudes Francaise,France: Strasbourg,2015-2016,European Political Institutions ,POLS ,NA,European Political Institutions
Universität Bonn,Germany: Bonn,2018-2019,"Tripolarity ahead? USA, China and Europe in global change",POLS ,NA,"Tripolarität voraus? USA, China und Europa im globalen Wandel"
Universität Bonn,Germany: Bonn,2018-2019,Soft Power in International Relations,POLS ,NA,Soft Power in den internationalen Beziehungen
Universität Bonn,Germany: Bonn,2018-2019,Minority Politics and Nationalism,POLS ,NA,Minderheitenpolitik und Nationalismus
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2018-2019,The U.S. Constitution,POLS ,NA,The U.S. Constitution
Greece College Year in Athens,Greece: Athens,2016-2017,"Immigrants, Citizens, & Nat'lism Europe ",POLS ,S348,"Immigrants, Citizenship and Nationalism in Europe "
Greece College Year in Athens,Greece: Athens,2016-2017,"Peace, Conflict & International Politics: Mediterranean ",POLS ,S361,"Peace, Conflict & International Politics: Lessons from the Mediterrian Region "
The American University of Rome ,Italy: Rome,2015-2016,Intro to Ethics ,POLS ,POL - 203,An Introduction to Ethics 
The American University of Rome ,Italy: Rome,2015-2016,Introduction to Int'l Relations ,POLS ,IA - 100,Introduction to International Relations: History and Concepts Sec. A
The American University of Rome ,Italy: Rome,2015-2016,US and Europe since 1945,POLS ,IA - 203,US and Europe since 1945
Waseda University ,Japan: Tokyo,2016-2017,The Constitution of Japan,POLS ,JPNS 0300,The Constitution of Japan
University of Aberdeen,Scotland: Aberdeen,2018-2019,The EU: Contemporary Challenges,POLS ,PI 3073,The EU: Contemporary Challenges
University of Aberdeen,Scotland: Aberdeen,2018-2019,Criminal Law,POLS ,LS 1020,Criminal Law
University of Aberdeen,Scotland: Aberdeen,2017-2018,Researching in the 21st Century,POLS ,PI3069,Researching in the 21st Century
University of Aberdeen,Scotland: Aberdeen,2015-2016,The Politics of Democratic Spain,POLS ,PI3067,The Politics of Democratic Spain
Curtin University ,Australia: Perth,2018-2019,Exercise and Sports Psychology,PSYC,PSYC 2004,Exercise and Sports Psychology
Curtin University ,Australia: Perth,2018-2019,Foundations of Psychology,PSYC,PSYC 1001,Foundations of Psychology
Curtin University ,Australia: Perth,2018-2019,Introduction to Sexual Attitudes and Values,PSYC,COUN 2000,Introduction to Sexology Attitudes and Values
Curtin University ,Australia: Perth,2016-2017,Intro to Psychology,PSYC,PSYC 1001,Foundations of Psychology
Curtin University ,Australia: Perth,2016-2017,Sexology,PSYC,COUN 2000,Introduction to Sexology Attitudes and Values
Curtin University ,Australia: Perth,2015-2016,Child Developmental Psychology ,PSYC,PSYC 2003,Child Developmental Psychology 
Curtin University ,Australia: Perth,2015-2016,Intro to Psychology,PSYC,PSYC 1000,Introduction to Psychology 
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,The Psychology of Creativity,PSYC,DE PUC - PSO152,The Psychology of Creativity
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2018-2019,Psychology of Children and Adolescents,PSYC,DE VALP- PSI1201,Psychology of Children and Adolescents
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2018-2019,Adult Psychology,PSYC,DE VALP- PSI404,Adult Psychology
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Emotional Regulation,PSYC,SIC 0314,Emotional Regulation
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Attraction & Sexuality,PSYC,SIC 0262,Attraction & Sexuality
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Personality Theories,PSYC,SIC 0206,Personality Theories
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Social Psychology ,PSYC,SIC 0202,Social Psychology 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Psychology of Learning ,PSYC,SIC 0204E,Psychology of Learning 
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2018-2019,Social Psychology ,PSYC,NA,Social Psychology 
China Hong Kong Baptist University ,China: Hong Kong,2016-2017,Psychology of Personality ,PSYC,PSYC2007,Psychology of Personality 
China Hong Kong Baptist University ,China: Hong Kong,2016-2017,Social Psychology ,PSYC,PSYC2016,Social Psychology 
Eötvös Loránd University ,Hungary: BSCS,2015-2016,Topics in Cognitive Development ,PSYC,NA,Topics in Cognitive Development 
Budapest Semesters in Mathematics,Hungary: BSM,2017-2018,Topics in Cognitive Development ,PSYC,NA,Topics in Cognitive Development
Waseda University ,Japan: Tokyo,2015-2016,Cognitive Psychology ,PSYC,JPNS 0300,Cognitive Psychology 
University of Aberdeen,Scotland: Aberdeen,2018-2019,Psychological Assessment,PSYC,PS 3011,Psychological Assessment
University of Aberdeen,Scotland: Aberdeen,2018-2019,Biological Psychology,PSYC,PS 3014,Biological Psychology
University of Aberdeen,Scotland: Aberdeen,2018-2019,Perception,PSYC,PS 3012,Perception
University of Aberdeen,Scotland: Aberdeen,2017-2018,Biological Psychology,PSYC,PS3014,Biological Psychology
University of Aberdeen,Scotland: Aberdeen,2016-2017,Perception,PSYC,PS3012,Perception
University of Aberdeen,Scotland: Aberdeen,2015-2016,Biological Psychology,PSYC,PS3014,Biological Psychology
University of Aberdeen,Scotland: Aberdeen,2015-2016,Biological Psychology,PSYC,MS1009,Managing Organizations
University of Aberdeen,Scotland: Aberdeen,2015-2016,Psychological Assessment ,PSYC,PS3011,Psychological Assessment 
Universidad de Extremadura,Spain: Caceres,2018-2019,Adolescent Psychology and Education,PSYC,NA,Adolescent Psychology and Education
Universidad de Extremadura,Spain: Caceres,2018-2019,Artistic Expression in Early Childhood,PSYC,NA,Artistic Expression in Early Childhood
Universidad de Extremadura,Spain: Caceres,2017-2018,Artistic Expression in Early Childhood,PSYC,NA,Artistic Expression in Early Childhood
Universidad de Extremadura,Spain: Caceres,2017-2018,Language & Cognition in Child Development,PSYC,NA,Language & Cognition in Child Development
Universidad de Extremadura,Spain: Caceres,2016-2017,Early Childhood Development ,PSYC,NA,Developmental Psychology at School Age
University of Botswana,Botswana: Gabarone,2015-2016,Psychology of Religion ,RELG,TRS 309,Psychology of Religion 
University of Botswana,Botswana: Gabarone,2015-2016,Religions of Botswana ,RELG,TRS 103,Religions of Botswana 
University of Botswana,Botswana: Gabarone,2015-2016,Theologies of Gender ,RELG,TRS 204,Theologies of Gender 
Greece College Year in Athens,Greece: Athens,2018-2019,Religions of the Middle East,RELG,REL 350,Religions of the Middle East
Greece College Year in Athens,Greece: Athens,2017-2018,The Religions of the Middle East: A Comparative Approach,RELG,R350,The Religions of the Middle East: A Comparative Approach
Greece College Year in Athens,Greece: Athens,2015-2016,Ancient Greek Myth and Religion ,RELG,R332,Ancient Greek Myth and Religion 
The American University of Rome ,Italy: Rome,2017-2018,Religion in a Pluralistic World,RELG,MKT - 300,Religion in a Pluralistic World
The American University of Rome ,Italy: Rome,2015-2016,Relgion in a Pluralistic World ,RELG,REL - 200,Relg in a Pluralistic World 
Doshisha University ,Japan: Kyoto,2015-2016,Zen and Kyoto ,RELG,52,Japanese Philosophy and Religion (Zen and Kyoto)
Waseda University ,Japan: Tokyo,2016-2017,Religions of East Africa II,RELG,JPNS 0300,Religions of East Africa II
Waseda University ,Japan: Tokyo,2016-2017,The Bible,RELG,JPNS 0300,The Bible
Waseda University ,Japan: Tokyo,2016-2017,Theories of Religious Studies ,RELG,JPNS 0300,Theories of Religious Studies 
Waseda University ,Japan: Tokyo,2015-2016,Religion and Society in Mod Japan,RELG,JPNS 0300,Religion and Society in Mod Japan
University of Aberdeen,Scotland: Aberdeen,2018-2019,What it Means to be Dead,RELG,DR 101E,What it Means to be Dead
University of Aberdeen,Scotland: Aberdeen,2017-2018,Theology from Jesus to Calvin: The History of Christian Thought,RELG,DR2067,Theology from Jesus to Calvin: The History of Christian Thought
Universite Cheikh Anta Diop ,Senegal: Dakar ,2015-2016,History of Islam in Senegal (also HIST) ,RELG,NA,Histoire de l'Islam
Universite Cheikh Anta Diop ,Senegal: Dakar ,2015-2016,History of Islam in Senegal (also HIST) ,RELG,NA,Histoire de l'Islam 
Universidad de Extremadura,Spain: Caceres,2018-2019,History of Islam in Spain,RELG,NA,History of Islam in Spain
Universidad de Extremadura,Spain: Caceres,2015-2016,History of Islam in Spain (also HIST),RELG,NA,History of Islam in Spain 
Pontifica Universidad Catolica de Chile,Chile: Santiago,2015-2016,Advanced Spanish Language I,SPAN,SPAN 4001 CSLC ,Advanced Spanish Language I
Pontifica Universidad Catolica de Chile,Chile: Santiago,2015-2016,Writing of History in Chilean Film ,SPAN,DE UDP-CFG2194,The Writing of History in Chilean Film 
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,Chilean Theater,SPAN,DE PUC - ACO298E,Chilean Theater
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Chilean Folklore,SPAN,DE PUC-ESO008,Chilean Folklore
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Chilean and Hispanic American Essay,SPAN,DE PUC-LET201E,Chilean and Hispanic American Essay
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Narrative Texts Analysis,SPAN,DE PUC-LET224E,Narrative Texts Analysis
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Cinema from Literature,SPAN,DE PUC-LET243E,Cinema from Literature
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,20th Century Chilean Poetry ,SPAN,DE VALP - LCL531,Twentieth-Century Chilean Poetry 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Advanced Spanish Communication and Chilean Culture ,SPAN,DE VALP-PIIE340,Advanced Spanish Communication and Chilean Culture 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Advanced Spanish Writing ,SPAN,DE VALP-PIIE350,Advanced Spanish Writing 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Intermediate Spanish Communication & Chilean Culture ,SPAN,DE VALP - PIIE240,Intermediate Spanish Communnication & Chilean Culture 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,"Valparaiso: History, Cinema, Literature ",SPAN,LAST 3006 VALP,"Valparaiso: History, Cinema, Literature "
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Valparaiso: Urban and Regional History,SPAN,DE VALP-HIS557,Urban History and Regional History of Valparaiso 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Advanced Spanish Grammar I,SPAN,DE VALP - PIIE360,Advanced Spanish Grammar I
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Latin American Short Story,SPAN,DE VALP - LCL621,Latin American Short Story
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Spanish for Specific Purposes: Health,SPAN,DE VALP - DER1791,Spanish for Specific Purposes: Health
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Latin American Cinema,SPAN,DE VALP - ART078,Latin American Cinema
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2018-2019,Advanced Spanish Communication & Chilean Culture,SPAN,DE VALP- PIIE340,Advanced Spanish Communication & Chilean Culture
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2018-2019,"Valparaiso: History, Cinema, & Literature",SPAN,LAST 3006 VALP,"Valparaiso: History, Cinema, & Literature"
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2018-2019,Intermediate Spanish Grammar for Foreigners,SPAN,DE VALP- PIIE260,Intermediate Spanish Grammar for Foreigners
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2018-2019,Spanish Language- Advanced,SPAN,ULSP-03,Spanish Language- Advanced
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Advanced Spanish I - Oral Communication ,SPAN,ULSP - 03,Advanced Spanish - Advanced Oral Communication 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Intermediate Spanish I ,SPAN,ULSP - 02,Intermediate Spanish I
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Intermediate Spanish II ,SPAN,ULSP-02,Intermediate Spanish II 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Spanish for Health Sciences - Intermediate ,SPAN,SPHS - 02,Spanish for Health Sciences - Intermediate
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Spanish for Health Sciences - Advanced ,SPAN,SPHS - 03,Spanish for Health Sciences - Advanced 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Advanced Spanish I - Oral Communication ,SPAN,ULSP - 03,Advanced Spanish - Oral Communication 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Intermediate Spanish I ,SPAN,ULSP - 02,Intermediate Spanish I 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Intermediate Spanish II ,SPAN,SPC - 02 ,Intermediate Spanish II 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Intermediate Spanish II ,SPAN,SPC - 02 ,Intermediate Spanish I
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Latin America: A Mirror of Reality through Film ,SPAN,SAC - 02,Latin America: A Mirror of Reality through Film 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Spanish for Health Sciences - Advanced ,SPAN,SPHS- 03,Spanish for Health Sciences - Advanced 
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Ecuadorian Culture,SPAN,EPE 0302,Ecuadorian Culture
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Intermediate Conversation ,SPAN,EPE,Intermediate Conversation 
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Language and Cinema,SPAN,EAI 0322,Language and Cinema
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Language & Cinema,SPAN,EAI 0322,Language & Cinema
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Spanish American Short Story,SPAN,LIT 0238,Spanish American Short Story
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Advanced Grammar ,SPAN,EAI 0315,Advanced Grammar 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Ecuadorian Culture ,SPAN,EPE 0302,Ecuadorian Culture 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Hispanic Language and Literature,SPAN,EAI 0321,Hispanic Language and Literatu
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Intermediate Conversation ,SPAN,EPE 0320,Intermediate Conversation 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Intermediate Conversation ,SPAN,EPE 0320 ,Intermediate Conversation 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Intermediate Spanish ,SPAN,EPE 0306,Intermediate Spanish 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Language and Translation ,SPAN,EAI 0319,Language and Translation 
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2017-2018,Advanced Beginner Spanish,SPAN,Sprachkurs,Spanisch EK II
Universidad de Extremadura,Spain: Caceres,2018-2019,Advanced Spanish,SPAN,NA,Advanced Spanish
Universidad de Extremadura,Spain: Caceres,2018-2019,Images of Contemporary Spain Through Film,SPAN,NA,Images of Contemporary Spain Through Film
Universidad de Extremadura,Spain: Caceres,2018-2019,Intermediate Spanish,SPAN,NA,Intermediate Spanish
Universidad de Extremadura,Spain: Caceres,2018-2019,Translation English-Spanish,SPAN,NA,Translation English-Spanish
Universidad de Extremadura,Spain: Caceres,2018-2019,Contemporary Spanish Literature,SPAN,NA,Contemporary Spanish Literature
Universidad de Extremadura,Spain: Caceres,2016-2017,Advanced Spanish ,SPAN,NA,Spanish Literature (Advanced Spanish Credit)
Universidad de Extremadura,Spain: Caceres,2016-2017,Contemporary Spanish Literature ,SPAN,NA,Contemporary Spanish Literature 
Universidad de Extremadura,Spain: Caceres,2016-2017,Images of Contemporary Spain,SPAN,NA,Images of Contemporary Spain Through Film
Universidad de Extremadura,Spain: Caceres,2016-2017,Translation  ,SPAN,NA,Translation 
Universidad de Extremadura,Spain: Caceres,2016-2017,Translation  ,SPAN,NA,Translation  
Universidad de Extremadura,Spain: Caceres,2015-2016,20th Century Spanish Literature ,SPAN,NA,Spanish Literature 
Universidad de Extremadura,Spain: Caceres,2015-2016,Advanced Spanish ,SPAN,NA,Advanced Spanish 
Universidad de Extremadura,Spain: Caceres,2015-2016,Images of Contemporary Spain,SPAN,NA,Images of Contemporary Spain 
Universidad de Extremadura,Spain: Caceres,2015-2016,Images of Contemporary Spain,SPAN,NA,Images of Contemporary Spain
Universidad de Extremadura,Spain: Caceres,2015-2016,Intermediate Spanish ,SPAN,NA,Intermediate Spanish
Universidad de Extremadura,Spain: Caceres,2015-2016,Intermediate Spanish ,SPAN,NA,Intermediate Spanish 
Universidad de Extremadura,Spain: Caceres,2015-2016,Spanish-English Translation,SPAN,NA,Translation English-Spanish
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Conversation & Composition,SPAN,CH 3051,Conversation & Composition
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Spanish Language & Culture,SPAN,CH 2821,Spanish Language & Culture
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Advanced Spanish,SPAN,CH 3001,Advanced Spanish
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Spanish Civilization & Culture,SPAN,CH 2171,Spanish Civilization & Culture
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Discover Spain,SPAN,CH 2041,Discover Spain
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Intermediate Spanish,SPAN,CH 2061,Intermediate Spanish
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,Conversation & Reading Comprehension,SPAN,CH2031,CONVERSACION Y LECTURA 
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,Diverse Spain,SPAN,CH3041,ESPANA DIVERSA
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,Intermediate Spanish I,SPAN,CH2010,LEGUNA ESPANOLA
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,Intermediate Spanish II ,SPAN,CH2021,LEGUNA ESPANOLA
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,Modern Spain,SPAN,CH3061,SOCIEDAD ESPANOLA CONTEMPORANEA
Universidad Antonia de Nebrija,Spain: Madrid,2016-2017,Advanced Grammar ,SPAN,CH4011,LENGUA SUPERIOR 
Universidad Antonia de Nebrija,Spain: Madrid,2016-2017,Contemporary Spain ,SPAN,CH4071,ESPANA CONTEMPORANEA
Universidad Antonia de Nebrija,Spain: Madrid,2016-2017,Conversation and Composition ,SPAN,CH 2051,CONVERSACION Y COMPOSICION 
Universidad Antonia de Nebrija,Spain: Madrid,2016-2017,Current Issues in Spain,SPAN,CH4041,TEMAS ESPANOLES DE ACTUALIDAD
Universidad Antonia de Nebrija,Spain: Madrid,2016-2017,Discover Spain ,SPAN,CH 2041,DESCUBRIR ESPANA
