id,study_abroad_institution,program_name,kzoo_course_name,kzoo_discipline,host_insti_course_number,host_insti_course_name,start_year,end_year
204,Universidad San Francisco de Quito,Ecuador: Quito,Service-Learning,ANSO,PAS 0102E,,2018,2019
205,Universidad San Francisco de Quito,Ecuador: Quito,Ceramic Arts,ARTX,ART 0104,Ceramic Arts,2018,2019
206,Universidad San Francisco de Quito,Ecuador: Quito,History & Theory of Photography,ARTX,EPE 0302,History & Theory of Photography,2018,2019
207,Universidad San Francisco de Quito,Ecuador: Quito,Introduction to Mixed Media,ARTX,ART 0107,Introduction to Mixed Methods,2018,2019
208,Universidad San Francisco de Quito,Ecuador: Quito,Biodiversity & Ecosystems of Ecuador,BIOL,ECL 0315,Biodiversity & Ecosystems of Ecuador,2018,2019
209,Universidad San Francisco de Quito,Ecuador: Quito,Field Research Program,BIOL,BIO E02,Field Research Program,2018,2019
210,Universidad San Francisco de Quito,Ecuador: Quito,Leadership Theories,BUSN,RCL 0291,Leadership Theories,2018,2019
211,Universidad San Francisco de Quito,Ecuador: Quito,Ecuadorian Culture,SPAN,EPE 0302,Ecuadorian Culture,2018,2019
212,Universidad San Francisco de Quito,Ecuador: Quito,Intermediate Conversation ,SPAN,EPE,Intermediate Conversation ,2018,2019
214,Universidad San Francisco de Quito,Ecuador: Quito,Ceramics Workshop,ARTX,ART 0104,Ceramics Workshop,2018,2019
215,Universidad San Francisco de Quito,Ecuador: Quito,Gender and Society,ANSO,SOC 0340,Gender and Society,2018,2019
216,Universidad San Francisco de Quito,Ecuador: Quito,Self-Knowledge,PHIL,ARL 1001,Self-Knowledge,2018,2019
217,Universidad San Francisco de Quito,Ecuador: Quito,Language and Cinema,SPAN,EAI 0322,Language and Cinema,2018,2019
218,Universidad San Francisco de Quito,Ecuador: Quito,Emotional Regulation,PSYC,SIC 0314,Emotional Regulation,2018,2019
219,Universidad San Francisco de Quito,Ecuador: Quito,Photography: History & Theory,ARTX,ARH 2006,Photography: History & Theory,2018,2019
220,Universidad San Francisco de Quito,Ecuador: Quito,Watercolor Workshop,ARTX,ART 0212,Watercolor Workshop,2018,2019
221,Universidad San Francisco de Quito,Ecuador: Quito,Music Production Lab,MUSC,IMC 0101,Music Production Lab,2018,2019
222,Universidad San Francisco de Quito,Ecuador: Quito,Basic Keyboard I,MUSC,IMC 0108,Basic Keyboard I,2018,2019
223,Universidad San Francisco de Quito,Ecuador: Quito,Class.Piano Private Lesson I,MUSC,IMC 0149C,Class. Piano Private Lesson I,2018,2019
224,Universidad San Francisco de Quito,Ecuador: Quito,The Evolution of Jazz,MUSC,IMC 0377E,The Evolution of Jazz,2018,2019
225,Universidad San Francisco de Quito,Ecuador: Quito,Computer Security,COMP,CMP 0565,Computer Security,2018,2019
226,Universidad San Francisco de Quito,Ecuador: Quito,Intro to Music Tech,MUSC,IMC 0110,Intro to Music Tech,2018,2019
227,Universidad San Francisco de Quito,Ecuador: Quito,Percussion Private Lesson I,MUSC,IMC 144PC,Percussion Private Lesson I,2018,2019
228,Universidad San Francisco de Quito,Ecuador: Quito,Latin American Studies,POLS ,POL 0307,Latin American Studies,2018,2019
229,Universidad San Francisco de Quito,Ecuador: Quito,Guitar Fundamentals II,MUSC,IMC 0180F,Guitar Fundamentals II,2018,2019
230,Universidad San Francisco de Quito,Ecuador: Quito,Macrame Knitting Workshop,ARTX,ART 0220,Macrame Knitting Workshop,2017,2018
231,Universidad San Francisco de Quito,Ecuador: Quito,Painting with Experimental Materials,ARTX,ART 0260,Painting with Experimental Materials,2017,2018
232,Universidad San Francisco de Quito,Ecuador: Quito,Flora & Fauna of Ecuador,BIOL,BIO 0201,Flora & Fauna of Ecuador,2017,2018
233,Universidad San Francisco de Quito,Ecuador: Quito,Theories of Leadership,BUSN,RCL 0291,Theories of Leadership,2017,2018
234,Universidad San Francisco de Quito,Ecuador: Quito,Programming I for Science & Engineering,COMP,CMP 0213,Programming I for Science and Engineering,2017,2018
282,Universidad San Francisco de Quito,Ecuador: Quito,Yoga ,PE,DEP 0130,Yoga ,2015,2016
235,Universidad San Francisco de Quito,Ecuador: Quito,Behavorial Patterns in Abused & Neglected Children: Review of Research Supported by First-Hand Experience,ICRP,ICRP,ICRP (Behavioral Patterns in Abused and Neglected Children: Review of Research Supported by First-Hand Experience),2017,2018
236,Universidad San Francisco de Quito,Ecuador: Quito,"Children & Gender Roles, as influenced by Women",ICRP,ICRP,"ICRP (Children & Gender Rolls, as Influenced by Women)",2017,2018
237,Universidad San Francisco de Quito,Ecuador: Quito,Comparing & Contrasting Service Learning & Volunteering: Which is Really More Beneficial?,ICRP,ICRP,ICRP (Comparing & Contrasting Service Learning and Volunteering: Which is Really More Beneficial?,2017,2018
238,Universidad San Francisco de Quito,Ecuador: Quito,Discipline at Home & at School for Ecuadorian Children,ICRP,ICRP,ICRP (Discipline at Home & at School for Ecuadorian Children),2017,2018
239,Universidad San Francisco de Quito,Ecuador: Quito,Integrative Cultural Project ,ICRP,ICRP,ICRP (Integrative Cultural Project),2017,2018
240,Universidad San Francisco de Quito,Ecuador: Quito,La pobreza y los recursos en Quito Ecuador,ICRP,ICRP,ICRP (La pobrexa y los recursos en Quito Ecuador),2017,2018
241,Universidad San Francisco de Quito,Ecuador: Quito,Lack of Nutritional Diets in Relation to Health Problems as Affected by Children in Ecuador,ICRP,ICRP,ICRP (Lack of Nutricional Diets in Relation to Health Problems as Affected by Children in Ecuador),2017,2018
242,Universidad San Francisco de Quito,Ecuador: Quito,Leadership at Fundacion Ecuatoriana Equidad,ICRP,ICRP,ICRP (Leadership at Fundacion Ecuatoriana Equidad),2017,2018
243,Universidad San Francisco de Quito,Ecuador: Quito,My Time at Ser Pa'Hacer,ICRP,ICRP,ICRP (My Time at Ser Pa'Hacer),2017,2018
244,Universidad San Francisco de Quito,Ecuador: Quito,Public Health in Ecuador,ICRP,ICRP,ICRP (Public Health in Ecuador),2017,2018
245,Universidad San Francisco de Quito,Ecuador: Quito,The Omnipresent Gap Between Public & Private Education in Ecuador,ICRP,ICRP,ICRP (The Omnipresent Gap Between Public & Private Education in Ecuador),2017,2018
246,Universidad San Francisco de Quito,Ecuador: Quito,The Stagnant & Developing Gender Stereotypes Within Ecuador,ICRP,ICRP,ICRP (The Stagmant & Developing Gender Stereotypes Within Ecuador),2017,2018
247,Universidad San Francisco de Quito,Ecuador: Quito,The Wellbeing of Primary Caregivers to Children with Cerebral Palsy: A Cross-Cultural Study,ICRP,ICRP,ICRP (The Wellbeing of Primary Caregivers to Children with Cerebral Palsy: A Cross-Cultural Study),2017,2018
248,Universidad San Francisco de Quito,Ecuador: Quito,Lab Ensemble Chorus 3,MUSC,IMC 092V3,Lab Ensemble Chorus 3,2017,2018
249,Universidad San Francisco de Quito,Ecuador: Quito,Attraction & Sexuality,PSYC,SIC 0262,Attraction & Sexuality,2017,2018
250,Universidad San Francisco de Quito,Ecuador: Quito,Personality Theories,PSYC,SIC 0206,Personality Theories,2017,2018
251,Universidad San Francisco de Quito,Ecuador: Quito,Social Psychology ,PSYC,SIC 0202,Social Psychology ,2017,2018
252,Universidad San Francisco de Quito,Ecuador: Quito,Language & Cinema,SPAN,EAI 0322,Language & Cinema,2017,2018
253,Universidad San Francisco de Quito,Ecuador: Quito,Spanish American Short Story,SPAN,LIT 0238,Spanish American Short Story,2017,2018
254,Universidad San Francisco de Quito,Ecuador: Quito,Basic Weaving ,ARTX,ART 0101,Basic Weaving ,2016,2017
255,Universidad San Francisco de Quito,Ecuador: Quito,Modern Latin American Art ,ARTX,ARH 0302,Modern Latin American Art ,2016,2017
348,Universität Bonn,Germany: Bonn,"Montessoriscule, Bonn ",ICRP,,"ICRP Montessorischule, Bonn ",2016,2017
256,Universidad San Francisco de Quito,Ecuador: Quito,Biodiversity & Ecosystems of Ecuador ,BIOL,ECL 0315,Biodiversity & Ecos of Ecuador ,2016,2017
257,Universidad San Francisco de Quito,Ecuador: Quito,Field Research ,BIOL,BIO EO2,Field Research Program,2016,2017
258,Universidad San Francisco de Quito,Ecuador: Quito,Social Media ,COMM,COM 0460E,Social Media ,2016,2017
259,Universidad San Francisco de Quito,Ecuador: Quito,Intro to Economics,ECON,ECN 0100,Introduction to Economics ,2016,2017
260,Universidad San Francisco de Quito,Ecuador: Quito,Exerc. Prog. Field Research ,BIOL,BIO EOJ,Exerc. Prog. Field Research ,2016,2017
261,Universidad San Francisco de Quito,Ecuador: Quito,Amazonian Societies ,ANSO,ANT 0260,Amazonian Societies ,2015,2016
262,Universidad San Francisco de Quito,Ecuador: Quito,Andean Anthropology ,ANSO,ANT 0300,Andean Anthropology ,2015,2016
263,Universidad San Francisco de Quito,Ecuador: Quito,Anthropology of the Coast ,ANSO,ANT 0231,Anthropology of the Coast ,2015,2016
264,Universidad San Francisco de Quito,Ecuador: Quito,Ethnography ,ANSO,ANT 0315,Ethnography ,2015,2016
265,Universidad San Francisco de Quito,Ecuador: Quito,Gender and Sexuality ,ANSO,ANT 0251,Gender and Sexuality ,2015,2016
266,Universidad San Francisco de Quito,Ecuador: Quito,Social Issues in Ecuador: Service-Learning ,ANSO,PAS 0102E,Service - Learning ,2015,2016
267,Universidad San Francisco de Quito,Ecuador: Quito,Drawing I ,ARTX,ART 0102,Drawing I ,2015,2016
268,Universidad San Francisco de Quito,Ecuador: Quito,Experimental Drawing ,ARTX,ART 0228,Experimental Drawing ,2015,2016
269,Universidad San Francisco de Quito,Ecuador: Quito,Photography ,ARTX,FOT 0115 ,Photography I,2015,2016
270,Universidad San Francisco de Quito,Ecuador: Quito,Field Research ,BIOL,BIO E02,Field Research Program,2015,2016
271,Universidad San Francisco de Quito,Ecuador: Quito,Intro to Economics,ECON,ECN 0100E,Introduction to Economics ,2015,2016
272,Universidad San Francisco de Quito,Ecuador: Quito,Principles of Marketing ,ECON,MAK 0301E,Principles Of Marketing ,2015,2016
273,Universidad San Francisco de Quito,Ecuador: Quito,The Films of Alfred Hitchcock,ENGL,ENG 0240,The Films of Alfred Hitchcock,2015,2016
274,Universidad San Francisco de Quito,Ecuador: Quito,Global Climate Change ,ENVS,INA 0540E,Global Climate Change ,2015,2016
275,Universidad San Francisco de Quito,Ecuador: Quito,Population & Community Ecology,ENVS,ECL 0300,Population & Community Ecology,2015,2016
276,Universidad San Francisco de Quito,Ecuador: Quito,Aboriginal & Colonial History of Ecuador ,HIST ,HIS 0210 ,Aboriginal & Colonial His. Of Ecu,2015,2016
277,Universidad San Francisco de Quito,Ecuador: Quito,Language & Writing ,LING,EAI 0324 ,Language and Writing ,2015,2016
278,Universidad San Francisco de Quito,Ecuador: Quito,Statistics ,MATH ,MAT 0200,Statistics ,2015,2016
279,Universidad San Francisco de Quito,Ecuador: Quito,The History of Rock and Roll ,MUSC,ENG 0270,The History Rock and Roll ,2015,2016
280,Universidad San Francisco de Quito,Ecuador: Quito,Trampoline ,PE,DEP 0216,Acrobatic Gymnastic Trampolin ,2015,2016
283,Universidad San Francisco de Quito,Ecuador: Quito,Political Culture ,POLS ,POL 0210E,Political Culture ,2015,2016
284,Universidad San Francisco de Quito,Ecuador: Quito,Psychology of Learning ,PSYC,SIC 0204E,Psychology of Learning ,2015,2016
285,Universidad San Francisco de Quito,Ecuador: Quito,Advanced Grammar ,SPAN,EAI 0315,Advanced Grammar ,2015,2016
286,Universidad San Francisco de Quito,Ecuador: Quito,Ecuadorian Culture ,SPAN,EPE 0302,Ecuadorian Culture ,2015,2016
287,Universidad San Francisco de Quito,Ecuador: Quito,Hispanic Language and Literature,SPAN,EAI 0321,Hispanic Language and Literatu,2015,2016
288,Universidad San Francisco de Quito,Ecuador: Quito,Intermediate Conversation ,SPAN,EPE 0320,Intermediate Conversation ,2015,2016
289,Universidad San Francisco de Quito,Ecuador: Quito,Intermediate Conversation ,SPAN,EPE 0320 ,Intermediate Conversation ,2015,2016
290,Universidad San Francisco de Quito,Ecuador: Quito,Intermediate Spanish ,SPAN,EPE 0306,Intermediate Spanish ,2015,2016
291,Universidad San Francisco de Quito,Ecuador: Quito,Language and Translation ,SPAN,EAI 0319,Language and Translation ,2015,2016
292,Universidad San Francisco de Quito,Ecuador: Quito,Exerc. Prog. Field Research ,BIOL,BIO E02J,Exerc. Prog. Field Research ,2015,2016
293,Universidad San Francisco de Quito,Ecuador: Quito,(W) Athletics,PE,DEP 0131,(W) Athletics,2015,2016
294,Universidad San Francisco de Quito,Ecuador: Quito,(W) Acrobatic Gymnastic Trampolin ,PE,DEP 0216,(W) Acrobatic Gymnastic Trampolin ,2015,2016
295,Ecole Superieure de Commerce de Clermont,France: Clermont,French Civilization Project,FREN ,KZ06BL2-00,French Civilization Project,2017,2018
296,Ecole Superieure de Commerce de Clermont,France: Clermont,French Cultural Internship & Report,FREN ,KZ06BL3-00,French Cultural Internship & Report,2017,2018
297,Ecole Superieure de Commerce de Clermont,France: Clermont,French Language,FREN ,KZ06BL1-00,French Language ,2017,2018
298,Ecole Superieure de Commerce de Clermont,France: Clermont,Different Types of Dance in France as an Expression of Passion,ICRP,ICRP,ICRP (Different Types of Dance in France as an Expression of Passion),2017,2018
299,Ecole Superieure de Commerce de Clermont,France: Clermont,French Catholicism & the Women's Empowerment Movement,ICRP,ICRP,ICRP (French Catholicism & the Women's Empowerment Movement),2017,2018
300,Ecole Superieure de Commerce de Clermont,France: Clermont,Impact of Picasso & the Cubist Movement on French Art Culture,ICRP,ICRP,ICRP (Impact of Picasso & the Cubist Movember on French Art Culture),2017,2018
301,Ecole Superieure de Commerce de Clermont,France: Clermont,"Part 1: A Look into the Lacemaking Community, Part 2: Lacemaking: More Than a Piece of Woven Thread",ICRP,ICRP,"ICRP (Part 1: A Look into the Lacemaking Community, Part 2: Lacemaking: More Than a Piece of Woven Thread",2017,2018
302,Ecole Superieure de Commerce de Clermont,France: Clermont,Rubgy & University Sports in France,ICRP,ICRP,ICRP (Rugy & University Sports in France),2017,2018
303,Ecole Superieure de Commerce de Clermont,France: Clermont,Sports for Handicapped People in France,ICRP,ICRP,ICRP (Sports for Handicapped People in France),2017,2018
304,Ecole Superieure de Commerce de Clermont,France: Clermont,The Importance of Association in France,ICRP,ICRP,ICRP (the Importance of Association in France),2017,2018
305,Ecole Superieure de Commerce de Clermont,France: Clermont,The Production of Radio & Radio Culture in France,ICRP,ICRP,ICRP (The Producion of Radio and Radio Culture in France),2017,2018
306,Ecole Superieure de Commerce de Clermont,France: Clermont,Volunteering at a Mentally Handicapped Social Center in France,ICRP,ICRP,ICRP (Volunteering at a Mentally Handicapped Social Center in France),2017,2018
307,Ecole Superieure de Commerce de Clermont,France: Clermont,A New Approact to Ethics,PHIL,GE05BC3-00,A New Approach to Ethics,2017,2018
308,Ecole Superieure de Commerce de Clermont,France: Clermont,Advanced French Language II,FREN ,G082BL2-60,Langue Francaise ,2016,2017
309,Ecole Superieure de Commerce de Clermont,France: Clermont,Contemporary French Literature ,FREN ,KZO6BL3-00,Litterature Francaise Contemporaine,2016,2017
310,Ecole Superieure de Commerce de Clermont,France: Clermont,Modules: Culture Scientifique + Project Culturel ,FREN ,KZO6BL2-00,Culture Scientifique,2016,2017
311,Ecole Superieure de Commerce de Clermont,France: Clermont,Marketing ,ECON,GE05BMI-00,Marketing ,2015,2016
312,Ecole Superieure de Commerce de Clermont,France: Clermont,Advanced French Language ,FREN ,KZ05BL1-00,French Language ,2015,2016
313,Ecole Superieure de Commerce de Clermont,France: Clermont,French Culture and Civilization ,FREN ,KZ06BL2-00,French Civilization ,2015,2016
314,Ecole Superieure de Commerce de Clermont,France: Clermont,French Literature ,FREN ,KZ05BL3-00,French Literature ,2015,2016
315,Ecole Superieure de Commerce de Clermont,France: Clermont,Integrative Cultural Research Project ,ICRP,KZ05BJ2-00,ICRP (Integrative Cultural Research Project) ,2015,2016
316,Ecole Superieure de Commerce de Clermont,France: Clermont,French Language,FREN ,KZ05BL1-00,French Language ,2018,2019
317,Ecole Superieure de Commerce de Clermont,France: Clermont,French Civilization,FREN ,KZ06BL2-00,French Civilization,2018,2019
318,Ecole Superieure de Commerce de Clermont,France: Clermont,French Literature ,FREN ,KZ05BL3-00,French Literature ,2018,2019
319,Ecole Superieure de Commerce de Clermont,France: Clermont,Marketing ,ECON,GE05BMI-00,Marketing ,2018,2019
320,Ecole Superieure de Commerce de Clermont,France: Clermont,A New Approach to Ethics,PHIL,GE05BC3-00,A New Approach to Ethics,2018,2019
321,Institut International d Etudes Francaise,France: Strasbourg,Intensive French (Stage),FREN ,,Intensive French (Stage),2018,2019
322,Institut International d Etudes Francaise,France: Strasbourg,French Language,FREN ,,French Language ,2018,2019
323,Institut International d Etudes Francaise,France: Strasbourg,French Civilization & Culture,FREN ,,French Civilization & Culture,2018,2019
324,Institut International d Etudes Francaise,France: Strasbourg,European Political Institutions,POLS ,,European Political Institutions,2018,2019
325,Institut International d Etudes Francaise,France: Strasbourg,ICRP,ICRP,,Intercultural Research Project,2018,2019
326,Institut International d Etudes Francaise,France: Strasbourg,French Culture,FREN ,,French Culture,2017,2018
327,Institut International d Etudes Francaise,France: Strasbourg,French Language Oral & Written Expression,FREN ,,French Language Oral & Written Expression,2017,2018
328,Institut International d Etudes Francaise,France: Strasbourg,Intensive French (Stage),FREN ,,Intensive French (Stage),2017,2018
329,Institut International d Etudes Francaise,France: Strasbourg,French Bakery,ICRP,,ICRP (French Bakery),2017,2018
330,Institut International d Etudes Francaise,France: Strasbourg,Integrative Cultural Project ,ICRP,,ICRP,2017,2018
331,Institut International d Etudes Francaise,France: Strasbourg,Social Aid Non-for Profits & Poverty in France,ICRP,,ICRP (Social Aid Non-for Profits & Poverty in France),2017,2018
332,Institut International d Etudes Francaise,France: Strasbourg,The Road to Equality for LGBTQ Citizens in France,ICRP,,ICRP (The Road to Equality for LGBTQ Citizens in France),2017,2018
333,Institut International d Etudes Francaise,France: Strasbourg,European Political Institutions ,POLS ,,European Political Institutions ,2016,2017
334,Institut International d Etudes Francaise,France: Strasbourg,European Political Institutions ,POLS ,,European Political Institutions,2015,2016
335,Universität Bonn,Germany: Bonn,Romanticism: Philosophy of Language,PHIL,,Romanticism: Philosophy of Language,2018,2019
336,Universität Bonn,Germany: Bonn,Intermediate Intensive German,GERM,,Intensivkurs Basisstufe,2017,2018
337,Universität Bonn,Germany: Bonn,Topics: European Integration,GERM,,European Integration ,2017,2018
338,Universität Bonn,Germany: Bonn,Topics: Holocaust,GERM,,Holocaust,2017,2018
339,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Assistance in English Classes (Friedrich-Ebert Gymnasium Bonn),2017,2018
340,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP The Importance of Student-to-Teacher Raion on Gymnasium (Friedrich-Ebert Gymnasium Bonn),2017,2018
341,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP The Montessori Learning Style (Montessori Schule Bonn),2017,2018
342,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Children in German Montessori School (Montessori Schule Bonn),2017,2018
343,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Foreign Language Acquisition in German Public Schools & Personal Reflection (Friedrich-Ebert Gymnasium Bonn),2017,2017
344,Universität Bonn,Germany: Bonn,Topics: German Civilization and Culture ,GERM,,Landeskunde fur Fortgeschrittene,2016,2017
345,Universität Bonn,Germany: Bonn,AZADE ,ICRP,,ICRP Interkultureller Madchentreff AZADE,2016,2017
346,Universität Bonn,Germany: Bonn,Clara - Schumann Gymnasium ,ICRP,,ICRP Clara - Schumann Gymnasium ,2016,2017
347,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,"ICRP Ernst - Mortiz - Arndt - Gymnasium, Bonn",2016,2017
349,Universität Bonn,Germany: Bonn,Varieties of Pluralism ,PHIL,,Varieties of Pluralism ,2016,2017
350,Universität Bonn,Germany: Bonn,Edwardian Fictions and Representations ,ENGL,,The World of Downtown Abbey - Edwardian Fictions and Representations inkl. Ubung ,2015,2016
351,Universität Bonn,Germany: Bonn,"The Body in Art, Literature and Theory",ENGL,,"Body Matters: The Body in Literature, Art and Theory ",2015,2016
352,Universität Bonn,Germany: Bonn,Business German ,GERM,,Deutsch in Wirtschaft and Handel ,2015,2016
353,Universität Bonn,Germany: Bonn,German Language Adv Beginning ,GERM,,Intensivkurs Basisstufe,2015,2016
354,Universität Bonn,Germany: Bonn,German Language Orientation Course ,GERM,,"Einfuhrungskurs, Gruppe 1",2015,2016
355,Universität Bonn,Germany: Bonn,German Language Orientation Course ,GERM,,"Einfuhrungskurs, Gruppe 2",2015,2016
356,Universität Bonn,Germany: Bonn,German Language Orientation Course ,GERM,,"Einfuhrungskurs, Gruppe 3 ",2015,2016
357,Universität Bonn,Germany: Bonn,German Language Orientation Course ,GERM,,"Einfuhrungskurs, Gruppe 6",2015,2016
358,Universität Bonn,Germany: Bonn,Germany: An Introduction (in English) ,GERM,,"Germany - an introduction into geography, history and politics ",2015,2016
359,Universität Bonn,Germany: Bonn,Intensive German (Advanced) ,GERM,,Intensivkurs Fortgeschrittene,2015,2016
360,Universität Bonn,Germany: Bonn,Intensive German (Mittelstufe),GERM,,Intensivkurs Aufbaustufe,2015,2016
361,Universität Bonn,Germany: Bonn,Phonetics ,GERM,,Phonetik Grundstufe,2015,2016
362,Universität Bonn,Germany: Bonn,Phonetics ,GERM,,Phonetik Mittelstufe ,2015,2016
363,Universität Bonn,Germany: Bonn,Topics: European Integration ,GERM,,European Integration ,2015,2016
364,Universität Bonn,Germany: Bonn,Topics: German Civilization and Culture ,GERM,,Landeskunde Grundstufe ,2015,2016
365,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Clara Schumann Gymnasium Bonn,2015,2016
366,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP LBST - Referat,2015,2016
367,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Madchentreff Azade,2015,2016
368,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP OGS Buschdorf ,2015,2016
369,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Rheinflanke - inerkultureller FuBballcllub,2015,2016
370,Universität Bonn,Germany: Bonn,Integrative Cultural Research Project ,ICRP,,ICRP Weitblick Bonn ,2015,2016
371,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Listening Comprehension,GERM,,Listening Comprehension,2018,2019
372,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,German Language Orientation Course ,GERM,,German Language Orientation Course ,2018,2019
373,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,White Supremacy in Popular Culture,AMST,,White Supremacy in Popular Culture,2018,2019
374,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Philosophy with Children,PHIL,,Philosophy with Children,2018,2019
375,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,National Socialist Objects and their Impat Today,HIST ,,National Socialist Objects and their Impat Today,2018,2019
376,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Social Psychology ,PSYC,,Social Psychology ,2018,2019
377,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Phonetics ,GERM,,Phonetics,2018,2019
378,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,The U.S. Constitution,POLS ,,The U.S. Constitution,2018,2019
379,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Writing in German,GERM,,Writing in German,2018,2019
380,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Reading and Listening Comprehension,GERM,,Reading and Listening Comprehension,2018,2019
381,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Ancient Cargo Ships,HIST ,,,2018,2019
382,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Italian - Level One,LANG,,Italian - Level One,2018,2019
383,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,German Language Orientation Course ,GERM,DaF,FIT-Hurs B2.1,2017,2018
384,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Topics: Modern Germany,GERM,Proseminar Geschichte,Der Begriff des Imperialismus swischen Antike und Neuzeit,2017,2018
385,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Intro into Media Studies,ENGL,Basismodul,Medienwissenschaft,2017,2018
386,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Intro to French Language,FREN ,Sprachkurs,Franzosisch EK I,2017,2018
387,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Advanced German Language,GERM,,,2017,2018
388,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Advanced Grammar ,GERM,DaF,Grammatik C1.2,2017,2018
389,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Advanced Reading Comprehension,GERM,DaF,Leseverstehen C1.2,2017,2018
390,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Advanced Vocabulary,GERM,DaF,Wortschatz C1.1,2017,2018
391,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Important Works of the 20th Century,GERM,Vorlesung Germanistik,Exemplarische Werke des 20. Jahrhunderts,2017,2018
392,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Intermediate German,GERM,DaF,Allgemeinkurs  ,2017,2018
393,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Intermediate Grammar,GERM,DaF,Grammatik B2.2,2017,2018
394,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Pronunciation,GERM,DaF,Phonetik C1.1 Aussprachetraining,2017,2018
395,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Scientific Writing,GERM,DaF,Wissenschaftliches Schreiben C1.1,2017,2018
484,Budapest Semesters in Mathematics,Hungary: BSM,Commutative Algebra,MATH ,,Commutative Algebra,2018,2019
396,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Technical Language: Humanities,GERM,DaF,Fachsprache Geisteswissenschaften C1,2017,2018
397,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Writing,GERM,DaF,Schriftlicher Ausdruck 2.2,2017,2018
398,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Contemporary History: An Introduction,HIST ,PHI 28422,Contemporary History: Basic Seminar,2017,2018
399,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Destruction of the Book,HIST ,Proseminar Buchwissenschaft,Destruktionen des Buches,2017,2018
400,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,The Cold War in the Middle East,HIST ,Proseminar Geschichte,"Der kalte Krieg im Nahen Osten. Systemkonkurrenz, Nationalismen und aufkommender Fundamentalismum",2017,2018
401,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,The Concept of Collective Security in US and Western Europe 1945-1970,HIST ,Proseminar Geschichte,Die USA und das Konzept kollektiver Sicherheit in der westeuropaischen Geschichte zwischen 1945 und 1970,2017,2018
402,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Afternoons at Waldorf School,ICRP,ICRP,ICRP,2017,2018
403,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Democracy & Developing Opinions of Young People in Nurnberg,ICRP,ICRP,ICRP,2017,2018
404,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,German as a Second Language Classroom: Eichendorffschule,ICRP,ICRP,ICRP,2017,2018
405,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Teaching Social Studies & English in Ohm High School,ICRP,ICRP,ICRP,2017,2018
406,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Philosophy of the Mind,PHIL,Proseminar Philosophie,Philosophie des Geistes,2017,2018
